,data_dict,delta_Hmix,delta_Smix,delta_R,VECmix,Tmix,Omiga,is_stable,phase
1780,"{""Pd"": 0.1, ""Pt"": 0.3, ""Al"": 0.2, ""Cu"": 0.1, ""Au"": 0.3}",-21.0,12.511,3.451,9.0,1519.684,0.905,False,
1781,"{""Pd"": 0.1, ""Pt"": 0.3, ""Al"": 0.2, ""Cu"": 0.15, ""Au"": 0.25}",-21.67,12.841,3.889,9.0,1520.685,0.901,False,
1782,"{""Pd"": 0.1, ""Pt"": 0.3, ""Al"": 0.2, ""Cu"": 0.2, ""Au"": 0.2}",-22.16,12.946,4.208,9.0,1521.686,0.889,False,
1783,"{""Pd"": 0.1, ""Pt"": 0.3, ""Al"": 0.2, ""Cu"": 0.25, ""Au"": 0.15}",-22.47,12.841,4.432,9.0,1522.687,0.87,False,
1784,"{""Pd"": 0.1, ""Pt"": 0.3, ""Al"": 0.2, ""Cu"": 0.3, ""Au"": 0.1}",-22.6,12.511,4.572,9.0,1523.688,0.843,False,
1785,"{""Pd"": 0.1, ""Pt"": 0.3, ""Al"": 0.2, ""Cu"": 0.35, ""Au"": 0.05}",-22.55,11.894,4.633,9.0,1524.689,0.804,False,
1786,"{""Pd"": 0.1, ""Pt"": 0.3, ""Al"": 0.25, ""Cu"": 0.05, ""Au"": 0.3}",-24.31,12.047,2.82,8.6,1498.466,0.743,False,
1787,"{""Pd"": 0.1, ""Pt"": 0.3, ""Al"": 0.25, ""Cu"": 0.1, ""Au"": 0.25}",-24.86,12.595,3.425,8.6,1499.468,0.76,False,
1788,"{""Pd"": 0.1, ""Pt"": 0.3, ""Al"": 0.25, ""Cu"": 0.15, ""Au"": 0.2}",-25.23,12.841,3.86,8.6,1500.468,0.764,False,
1789,"{""Pd"": 0.1, ""Pt"": 0.3, ""Al"": 0.25, ""Cu"": 0.2, ""Au"": 0.15}",-25.42,12.841,4.176,8.6,1501.47,0.758,False,
1790,"{""Pd"": 0.1, ""Pt"": 0.3, ""Al"": 0.25, ""Cu"": 0.25, ""Au"": 0.1}",-25.43,12.595,4.397,8.6,1502.471,0.744,False,
1791,"{""Pd"": 0.1, ""Pt"": 0.3, ""Al"": 0.25, ""Cu"": 0.3, ""Au"": 0.05}",-25.26,12.047,4.533,8.6,1503.471,0.717,False,
1792,"{""Pd"": 0.1, ""Pt"": 0.3, ""Al"": 0.3, ""Cu"": 0.05, ""Au"": 0.25}",-28.03,12.047,2.795,8.2,1478.25,0.635,False,
1793,"{""Pd"": 0.1, ""Pt"": 0.3, ""Al"": 0.3, ""Cu"": 0.1, ""Au"": 0.2}",-28.28,12.511,3.398,8.2,1479.251,0.654,False,
1794,"{""Pd"": 0.1, ""Pt"": 0.3, ""Al"": 0.3, ""Cu"": 0.15, ""Au"": 0.15}",-28.35,12.652,3.831,8.2,1480.252,0.661,False,
1795,"{""Pd"": 0.1, ""Pt"": 0.3, ""Al"": 0.3, ""Cu"": 0.2, ""Au"": 0.1}",-28.24,12.511,4.144,8.2,1481.253,0.656,False,
1796,"{""Pd"": 0.1, ""Pt"": 0.3, ""Al"": 0.3, ""Cu"": 0.25, ""Au"": 0.05}",-27.95,12.047,4.361,8.2,1482.254,0.639,False,
1797,"{""Pd"": 0.1, ""Pt"": 0.3, ""Al"": 0.35, ""Cu"": 0.05, ""Au"": 0.2}",-31.31,11.894,2.769,7.8,1458.034,0.554,False,
1798,"{""Pd"": 0.1, ""Pt"": 0.3, ""Al"": 0.35, ""Cu"": 0.1, ""Au"": 0.15}",-31.26,12.252,3.371,7.8,1459.034,0.572,False,
1799,"{""Pd"": 0.1, ""Pt"": 0.3, ""Al"": 0.35, ""Cu"": 0.15, ""Au"": 0.1}",-31.03,12.252,3.801,7.8,1460.036,0.576,False,
1800,"{""Pd"": 0.1, ""Pt"": 0.3, ""Al"": 0.35, ""Cu"": 0.2, ""Au"": 0.05}",-30.62,11.894,4.111,7.8,1461.036,0.568,False,
1811,"{""Pd"": 0.1, ""Pt"": 0.35, ""Al"": 0.1, ""Cu"": 0.35, ""Au"": 0.1}",-17.28,11.853,4.55,9.75,1600.493,1.098,False,
1814,"{""Pd"": 0.1, ""Pt"": 0.35, ""Al"": 0.15, ""Cu"": 0.15, ""Au"": 0.25}",-18.42,12.582,3.839,9.35,1576.272,1.077,False,
1815,"{""Pd"": 0.1, ""Pt"": 0.35, ""Al"": 0.15, ""Cu"": 0.2, ""Au"": 0.2}",-19.28,12.687,4.14,9.35,1577.274,1.038,False,
1816,"{""Pd"": 0.1, ""Pt"": 0.35, ""Al"": 0.15, ""Cu"": 0.25, ""Au"": 0.15}",-19.96,12.582,4.345,9.35,1578.274,0.995,False,
1817,"{""Pd"": 0.1, ""Pt"": 0.35, ""Al"": 0.15, ""Cu"": 0.3, ""Au"": 0.1}",-20.46,12.252,4.465,9.35,1579.276,0.946,False,
1818,"{""Pd"": 0.1, ""Pt"": 0.35, ""Al"": 0.15, ""Cu"": 0.35, ""Au"": 0.05}",-20.78,11.635,4.504,9.35,1580.276,0.885,False,
1819,"{""Pd"": 0.1, ""Pt"": 0.35, ""Al"": 0.2, ""Cu"": 0.05, ""Au"": 0.3}",-21.02,11.894,2.815,8.95,1554.054,0.879,False,
1820,"{""Pd"": 0.1, ""Pt"": 0.35, ""Al"": 0.2, ""Cu"": 0.1, ""Au"": 0.25}",-21.94,12.441,3.394,8.95,1555.055,0.882,False,
1821,"{""Pd"": 0.1, ""Pt"": 0.35, ""Al"": 0.2, ""Cu"": 0.15, ""Au"": 0.2}",-22.68,12.687,3.809,8.95,1556.056,0.87,False,
1822,"{""Pd"": 0.1, ""Pt"": 0.35, ""Al"": 0.2, ""Cu"": 0.2, ""Au"": 0.15}",-23.24,12.687,4.106,8.95,1557.057,0.85,False,
1823,"{""Pd"": 0.1, ""Pt"": 0.35, ""Al"": 0.2, ""Cu"": 0.25, ""Au"": 0.1}",-23.62,12.441,4.307,8.95,1558.058,0.821,False,
1824,"{""Pd"": 0.1, ""Pt"": 0.35, ""Al"": 0.2, ""Cu"": 0.3, ""Au"": 0.05}",-23.82,11.894,4.423,8.95,1559.059,0.778,False,
1825,"{""Pd"": 0.1, ""Pt"": 0.35, ""Al"": 0.25, ""Cu"": 0.05, ""Au"": 0.25}",-25.44,11.977,2.787,8.55,1533.838,0.722,False,
1826,"{""Pd"": 0.1, ""Pt"": 0.35, ""Al"": 0.25, ""Cu"": 0.1, ""Au"": 0.2}",-26.06,12.441,3.365,8.55,1534.838,0.733,False,
1827,"{""Pd"": 0.1, ""Pt"": 0.35, ""Al"": 0.25, ""Cu"": 0.15, ""Au"": 0.15}",-26.5,12.582,3.777,8.55,1535.839,0.729,False,
1828,"{""Pd"": 0.1, ""Pt"": 0.35, ""Al"": 0.25, ""Cu"": 0.2, ""Au"": 0.1}",-26.76,12.441,4.071,8.55,1536.841,0.714,False,
1829,"{""Pd"": 0.1, ""Pt"": 0.35, ""Al"": 0.25, ""Cu"": 0.25, ""Au"": 0.05}",-26.84,11.977,4.269,8.55,1537.842,0.686,False,
1830,"{""Pd"": 0.1, ""Pt"": 0.35, ""Al"": 0.3, ""Cu"": 0.05, ""Au"": 0.2}",-29.42,11.894,2.759,8.15,1513.621,0.612,False,
1831,"{""Pd"": 0.1, ""Pt"": 0.35, ""Al"": 0.3, ""Cu"": 0.1, ""Au"": 0.15}",-29.74,12.252,3.336,8.15,1514.622,0.624,False,
1832,"{""Pd"": 0.1, ""Pt"": 0.35, ""Al"": 0.3, ""Cu"": 0.15, ""Au"": 0.1}",-29.88,12.252,3.745,8.15,1515.623,0.621,False,
1833,"{""Pd"": 0.1, ""Pt"": 0.35, ""Al"": 0.3, ""Cu"": 0.2, ""Au"": 0.05}",-29.84,11.894,4.036,8.15,1516.624,0.605,False,
1834,"{""Pd"": 0.1, ""Pt"": 0.35, ""Al"": 0.35, ""Cu"": 0.05, ""Au"": 0.15}",-32.96,11.635,2.73,7.75,1493.404,0.527,False,
1835,"{""Pd"": 0.1, ""Pt"": 0.35, ""Al"": 0.35, ""Cu"": 0.1, ""Au"": 0.1}",-32.98,11.853,3.306,7.75,1494.406,0.537,False,
1836,"{""Pd"": 0.1, ""Pt"": 0.35, ""Al"": 0.35, ""Cu"": 0.15, ""Au"": 0.05}",-32.82,11.635,3.713,7.75,1495.406,0.53,False,
1838,"{""Pd"": 0.15, ""Pt"": 0.05, ""Al"": 0.15, ""Cu"": 0.3, ""Au"": 0.35}",-16.94,12.035,5.066,9.6,1391.421,0.989,False,
1839,"{""Pd"": 0.15, ""Pt"": 0.05, ""Al"": 0.15, ""Cu"": 0.35, ""Au"": 0.3}",-16.89,12.035,5.218,9.6,1392.421,0.992,False,
1840,"{""Pd"": 0.15, ""Pt"": 0.05, ""Al"": 0.2, ""Cu"": 0.25, ""Au"": 0.35}",-19.15,12.224,4.815,9.2,1370.203,0.875,False,
1841,"{""Pd"": 0.15, ""Pt"": 0.05, ""Al"": 0.2, ""Cu"": 0.3, ""Au"": 0.3}",-18.98,12.293,5.037,9.2,1371.204,0.888,False,
1842,"{""Pd"": 0.15, ""Pt"": 0.05, ""Al"": 0.2, ""Cu"": 0.35, ""Au"": 0.25}",-18.63,12.224,5.185,9.2,1372.205,0.9,False,
1843,"{""Pd"": 0.15, ""Pt"": 0.05, ""Al"": 0.25, ""Cu"": 0.2, ""Au"": 0.35}",-21.34,12.224,4.489,8.8,1348.986,0.773,False,
1844,"{""Pd"": 0.15, ""Pt"": 0.05, ""Al"": 0.25, ""Cu"": 0.25, ""Au"": 0.3}",-21.05,12.377,4.789,8.8,1349.986,0.794,False,
1845,"{""Pd"": 0.15, ""Pt"": 0.05, ""Al"": 0.25, ""Cu"": 0.3, ""Au"": 0.25}",-20.58,12.377,5.008,8.8,1350.988,0.812,False,
1846,"{""Pd"": 0.15, ""Pt"": 0.05, ""Al"": 0.25, ""Cu"": 0.35, ""Au"": 0.2}",-19.93,12.224,5.153,8.8,1351.988,0.829,False,
1847,"{""Pd"": 0.15, ""Pt"": 0.05, ""Al"": 0.3, ""Cu"": 0.15, ""Au"": 0.35}",-23.51,12.035,4.072,8.4,1327.768,0.68,False,
1848,"{""Pd"": 0.15, ""Pt"": 0.05, ""Al"": 0.3, ""Cu"": 0.2, ""Au"": 0.3}",-23.1,12.293,4.466,8.4,1328.769,0.707,False,
1849,"{""Pd"": 0.15, ""Pt"": 0.05, ""Al"": 0.3, ""Cu"": 0.25, ""Au"": 0.25}",-22.51,12.377,4.763,8.4,1329.77,0.731,False,
1850,"{""Pd"": 0.15, ""Pt"": 0.05, ""Al"": 0.3, ""Cu"": 0.3, ""Au"": 0.2}",-21.74,12.293,4.978,8.4,1330.771,0.752,False,
1851,"{""Pd"": 0.15, ""Pt"": 0.05, ""Al"": 0.3, ""Cu"": 0.35, ""Au"": 0.15}",-20.79,12.035,5.119,8.4,1331.772,0.771,False,
1852,"{""Pd"": 0.15, ""Pt"": 0.05, ""Al"": 0.35, ""Cu"": 0.1, ""Au"": 0.35}",-25.66,11.635,3.534,8.0,1306.55,0.592,False,
1853,"{""Pd"": 0.15, ""Pt"": 0.05, ""Al"": 0.35, ""Cu"": 0.15, ""Au"": 0.3}",-25.13,12.035,4.051,8.0,1307.552,0.626,False,
1854,"{""Pd"": 0.15, ""Pt"": 0.05, ""Al"": 0.35, ""Cu"": 0.2, ""Au"": 0.25}",-24.42,12.224,4.442,8.0,1308.552,0.655,False,
1855,"{""Pd"": 0.15, ""Pt"": 0.05, ""Al"": 0.35, ""Cu"": 0.25, ""Au"": 0.2}",-23.53,12.224,4.736,8.0,1309.554,0.68,False,
1856,"{""Pd"": 0.15, ""Pt"": 0.05, ""Al"": 0.35, ""Cu"": 0.3, ""Au"": 0.15}",-22.46,12.035,4.948,8.0,1310.554,0.702,False,
1857,"{""Pd"": 0.15, ""Pt"": 0.05, ""Al"": 0.35, ""Cu"": 0.35, ""Au"": 0.1}",-21.21,11.635,5.085,8.0,1311.556,0.719,False,
1861,"{""Pd"": 0.15, ""Pt"": 0.1, ""Al"": 0.15, ""Cu"": 0.25, ""Au"": 0.35}",-17.32,12.582,4.763,9.55,1425.79,1.036,False,
1862,"{""Pd"": 0.15, ""Pt"": 0.1, ""Al"": 0.15, ""Cu"": 0.3, ""Au"": 0.3}",-17.52,12.652,4.968,9.55,1426.791,1.03,False,
1863,"{""Pd"": 0.15, ""Pt"": 0.1, ""Al"": 0.15, ""Cu"": 0.35, ""Au"": 0.25}",-17.54,12.582,5.099,9.55,1427.792,1.024,False,
1864,"{""Pd"": 0.15, ""Pt"": 0.1, ""Al"": 0.2, ""Cu"": 0.2, ""Au"": 0.35}",-19.84,12.687,4.453,9.15,1404.573,0.898,False,
1865,"{""Pd"": 0.15, ""Pt"": 0.1, ""Al"": 0.2, ""Cu"": 0.25, ""Au"": 0.3}",-19.92,12.841,4.735,9.15,1405.574,0.906,False,
1866,"{""Pd"": 0.15, ""Pt"": 0.1, ""Al"": 0.2, ""Cu"": 0.3, ""Au"": 0.25}",-19.82,12.841,4.937,9.15,1406.575,0.911,False,
1867,"{""Pd"": 0.15, ""Pt"": 0.1, ""Al"": 0.2, ""Cu"": 0.35, ""Au"": 0.2}",-19.54,12.687,5.064,9.15,1407.576,0.914,False,
1868,"{""Pd"": 0.15, ""Pt"": 0.1, ""Al"": 0.25, ""Cu"": 0.15, ""Au"": 0.35}",-22.34,12.582,4.053,8.75,1383.356,0.779,False,
1869,"{""Pd"": 0.15, ""Pt"": 0.1, ""Al"": 0.25, ""Cu"": 0.2, ""Au"": 0.3}",-22.3,12.841,4.428,8.75,1384.356,0.797,False,
1870,"{""Pd"": 0.15, ""Pt"": 0.1, ""Al"": 0.25, ""Cu"": 0.25, ""Au"": 0.25}",-22.08,12.925,4.707,8.75,1385.358,0.811,False,
1871,"{""Pd"": 0.15, ""Pt"": 0.1, ""Al"": 0.25, ""Cu"": 0.3, ""Au"": 0.2}",-21.68,12.841,4.905,8.75,1386.358,0.821,False,
1872,"{""Pd"": 0.15, ""Pt"": 0.1, ""Al"": 0.25, ""Cu"": 0.35, ""Au"": 0.15}",-21.1,12.582,5.028,8.75,1387.359,0.827,False,
1873,"{""Pd"": 0.15, ""Pt"": 0.1, ""Al"": 0.3, ""Cu"": 0.1, ""Au"": 0.35}",-24.82,12.252,3.535,8.35,1362.138,0.672,False,
1874,"{""Pd"": 0.15, ""Pt"": 0.1, ""Al"": 0.3, ""Cu"": 0.15, ""Au"": 0.3}",-24.66,12.652,4.03,8.35,1363.139,0.699,False,
1875,"{""Pd"": 0.15, ""Pt"": 0.1, ""Al"": 0.3, ""Cu"": 0.2, ""Au"": 0.25}",-24.32,12.841,4.402,8.35,1364.14,0.72,False,
1876,"{""Pd"": 0.15, ""Pt"": 0.1, ""Al"": 0.3, ""Cu"": 0.25, ""Au"": 0.2}",-23.8,12.841,4.679,8.35,1365.141,0.737,False,
1877,"{""Pd"": 0.15, ""Pt"": 0.1, ""Al"": 0.3, ""Cu"": 0.3, ""Au"": 0.15}",-23.1,12.652,4.873,8.35,1366.142,0.748,False,
1878,"{""Pd"": 0.15, ""Pt"": 0.1, ""Al"": 0.3, ""Cu"": 0.35, ""Au"": 0.1}",-22.22,12.252,4.992,8.35,1367.143,0.754,False,
1879,"{""Pd"": 0.15, ""Pt"": 0.1, ""Al"": 0.35, ""Cu"": 0.05, ""Au"": 0.35}",-27.28,11.635,2.839,7.95,1340.92,0.572,False,
1880,"{""Pd"": 0.15, ""Pt"": 0.1, ""Al"": 0.35, ""Cu"": 0.1, ""Au"": 0.3}",-27.0,12.252,3.515,7.95,1341.922,0.609,False,
1881,"{""Pd"": 0.15, ""Pt"": 0.1, ""Al"": 0.35, ""Cu"": 0.15, ""Au"": 0.25}",-26.54,12.582,4.007,7.95,1342.923,0.637,False,
1882,"{""Pd"": 0.15, ""Pt"": 0.1, ""Al"": 0.35, ""Cu"": 0.2, ""Au"": 0.2}",-25.9,12.687,4.377,7.95,1343.924,0.658,False,
1883,"{""Pd"": 0.15, ""Pt"": 0.1, ""Al"": 0.35, ""Cu"": 0.25, ""Au"": 0.15}",-25.08,12.582,4.65,7.95,1344.924,0.675,False,
1884,"{""Pd"": 0.15, ""Pt"": 0.1, ""Al"": 0.35, ""Cu"": 0.3, ""Au"": 0.1}",-24.08,12.252,4.84,7.95,1345.926,0.685,False,
1885,"{""Pd"": 0.15, ""Pt"": 0.1, ""Al"": 0.35, ""Cu"": 0.35, ""Au"": 0.05}",-22.9,11.635,4.956,7.95,1346.926,0.684,False,
1891,"{""Pd"": 0.15, ""Pt"": 0.15, ""Al"": 0.15, ""Cu"": 0.2, ""Au"": 0.35}",-17.46,12.829,4.41,9.5,1460.161,1.073,False,
1892,"{""Pd"": 0.15, ""Pt"": 0.15, ""Al"": 0.15, ""Cu"": 0.25, ""Au"": 0.3}",-17.91,12.982,4.675,9.5,1461.161,1.059,False,
1893,"{""Pd"": 0.15, ""Pt"": 0.15, ""Al"": 0.15, ""Cu"": 0.3, ""Au"": 0.25}",-18.18,12.982,4.859,9.5,1462.162,1.044,False,
1894,"{""Pd"": 0.15, ""Pt"": 0.15, ""Al"": 0.15, ""Cu"": 0.35, ""Au"": 0.2}",-18.27,12.829,4.967,9.5,1463.164,1.027,False,
1895,"{""Pd"": 0.15, ""Pt"": 0.15, ""Al"": 0.2, ""Cu"": 0.15, ""Au"": 0.35}",-20.29,12.829,4.027,9.1,1438.943,0.91,False,
1896,"{""Pd"": 0.15, ""Pt"": 0.15, ""Al"": 0.2, ""Cu"": 0.2, ""Au"": 0.3}",-20.62,13.087,4.384,9.1,1439.944,0.914,False,
1897,"{""Pd"": 0.15, ""Pt"": 0.15, ""Al"": 0.2, ""Cu"": 0.25, ""Au"": 0.25}",-20.77,13.171,4.645,9.1,1440.945,0.914,False,
1898,"{""Pd"": 0.15, ""Pt"": 0.15, ""Al"": 0.2, ""Cu"": 0.3, ""Au"": 0.2}",-20.74,13.087,4.825,9.1,1441.946,0.91,False,
1899,"{""Pd"": 0.15, ""Pt"": 0.15, ""Al"": 0.2, ""Cu"": 0.35, ""Au"": 0.15}",-20.53,12.829,4.93,9.1,1442.947,0.902,False,
1900,"{""Pd"": 0.15, ""Pt"": 0.15, ""Al"": 0.25, ""Cu"": 0.1, ""Au"": 0.35}",-23.1,12.582,3.529,8.7,1417.726,0.772,False,
1901,"{""Pd"": 0.15, ""Pt"": 0.15, ""Al"": 0.25, ""Cu"": 0.15, ""Au"": 0.3}",-23.31,12.982,4.003,8.7,1418.726,0.79,False,
1902,"{""Pd"": 0.15, ""Pt"": 0.15, ""Al"": 0.25, ""Cu"": 0.2, ""Au"": 0.25}",-23.34,13.171,4.356,8.7,1419.728,0.801,False,
1903,"{""Pd"": 0.15, ""Pt"": 0.15, ""Al"": 0.25, ""Cu"": 0.25, ""Au"": 0.2}",-23.19,13.171,4.615,8.7,1420.729,0.807,False,
1904,"{""Pd"": 0.15, ""Pt"": 0.15, ""Al"": 0.25, ""Cu"": 0.3, ""Au"": 0.15}",-22.86,12.982,4.791,8.7,1421.73,0.807,False,
1905,"{""Pd"": 0.15, ""Pt"": 0.15, ""Al"": 0.25, ""Cu"": 0.35, ""Au"": 0.1}",-22.35,12.582,4.892,8.7,1422.73,0.801,False,
1906,"{""Pd"": 0.15, ""Pt"": 0.15, ""Al"": 0.3, ""Cu"": 0.05, ""Au"": 0.35}",-25.89,12.035,2.86,8.3,1396.508,0.649,False,
1907,"{""Pd"": 0.15, ""Pt"": 0.15, ""Al"": 0.3, ""Cu"": 0.1, ""Au"": 0.3}",-25.98,12.652,3.507,8.3,1397.509,0.681,False,
1908,"{""Pd"": 0.15, ""Pt"": 0.15, ""Al"": 0.3, ""Cu"": 0.15, ""Au"": 0.25}",-25.89,12.982,3.978,8.3,1398.51,0.701,False,
1909,"{""Pd"": 0.15, ""Pt"": 0.15, ""Al"": 0.3, ""Cu"": 0.2, ""Au"": 0.2}",-25.62,13.087,4.329,8.3,1399.511,0.715,False,
1910,"{""Pd"": 0.15, ""Pt"": 0.15, ""Al"": 0.3, ""Cu"": 0.25, ""Au"": 0.15}",-25.17,12.982,4.584,8.3,1400.512,0.722,False,
1911,"{""Pd"": 0.15, ""Pt"": 0.15, ""Al"": 0.3, ""Cu"": 0.3, ""Au"": 0.1}",-24.54,12.652,4.756,8.3,1401.513,0.723,False,
1912,"{""Pd"": 0.15, ""Pt"": 0.15, ""Al"": 0.3, ""Cu"": 0.35, ""Au"": 0.05}",-23.73,12.035,4.853,8.3,1402.514,0.711,False,
1913,"{""Pd"": 0.15, ""Pt"": 0.15, ""Al"": 0.35, ""Cu"": 0.05, ""Au"": 0.3}",-28.63,12.035,2.839,7.9,1376.292,0.579,False,
1914,"{""Pd"": 0.15, ""Pt"": 0.15, ""Al"": 0.35, ""Cu"": 0.1, ""Au"": 0.25}",-28.42,12.582,3.484,7.9,1377.293,0.61,False,
1915,"{""Pd"": 0.15, ""Pt"": 0.15, ""Al"": 0.35, ""Cu"": 0.15, ""Au"": 0.2}",-28.03,12.829,3.953,7.9,1378.294,0.631,False,
1916,"{""Pd"": 0.15, ""Pt"": 0.15, ""Al"": 0.35, ""Cu"": 0.2, ""Au"": 0.15}",-27.46,12.829,4.301,7.9,1379.295,0.644,False,
1917,"{""Pd"": 0.15, ""Pt"": 0.15, ""Al"": 0.35, ""Cu"": 0.25, ""Au"": 0.1}",-26.71,12.582,4.552,7.9,1380.296,0.65,False,
1918,"{""Pd"": 0.15, ""Pt"": 0.15, ""Al"": 0.35, ""Cu"": 0.3, ""Au"": 0.05}",-25.78,12.035,4.721,7.9,1381.296,0.645,False,
1927,"{""Pd"": 0.15, ""Pt"": 0.2, ""Al"": 0.15, ""Cu"": 0.2, ""Au"": 0.3}",-18.06,13.087,4.332,9.45,1495.531,1.084,False,
1928,"{""Pd"": 0.15, ""Pt"": 0.2, ""Al"": 0.15, ""Cu"": 0.25, ""Au"": 0.25}",-18.58,13.171,4.576,9.45,1496.532,1.061,False,
1929,"{""Pd"": 0.15, ""Pt"": 0.2, ""Al"": 0.15, ""Cu"": 0.3, ""Au"": 0.2}",-18.92,13.087,4.738,9.45,1497.534,1.036,False,
1930,"{""Pd"": 0.15, ""Pt"": 0.2, ""Al"": 0.15, ""Cu"": 0.35, ""Au"": 0.15}",-19.08,12.829,4.823,9.45,1498.534,1.008,False,
1931,"{""Pd"": 0.15, ""Pt"": 0.2, ""Al"": 0.2, ""Cu"": 0.1, ""Au"": 0.35}",-20.5,12.687,3.516,9.05,1473.313,0.912,False,
1932,"{""Pd"": 0.15, ""Pt"": 0.2, ""Al"": 0.2, ""Cu"": 0.15, ""Au"": 0.3}",-21.08,13.087,3.969,9.05,1474.314,0.915,False,
1933,"{""Pd"": 0.15, ""Pt"": 0.2, ""Al"": 0.2, ""Cu"": 0.2, ""Au"": 0.25}",-21.48,13.276,4.303,9.05,1475.315,0.912,False,
1934,"{""Pd"": 0.15, ""Pt"": 0.2, ""Al"": 0.2, ""Cu"": 0.25, ""Au"": 0.2}",-21.7,13.276,4.544,9.05,1476.316,0.903,False,
1935,"{""Pd"": 0.15, ""Pt"": 0.2, ""Al"": 0.2, ""Cu"": 0.3, ""Au"": 0.15}",-21.74,13.087,4.701,9.05,1477.317,0.889,False,
1936,"{""Pd"": 0.15, ""Pt"": 0.2, ""Al"": 0.2, ""Cu"": 0.35, ""Au"": 0.1}",-21.6,12.687,4.782,9.05,1478.318,0.868,False,
1937,"{""Pd"": 0.15, ""Pt"": 0.2, ""Al"": 0.25, ""Cu"": 0.05, ""Au"": 0.35}",-23.62,12.224,2.872,8.65,1452.096,0.751,False,
1938,"{""Pd"": 0.15, ""Pt"": 0.2, ""Al"": 0.25, ""Cu"": 0.1, ""Au"": 0.3}",-24.08,12.841,3.492,8.65,1453.096,0.775,False,
1939,"{""Pd"": 0.15, ""Pt"": 0.2, ""Al"": 0.25, ""Cu"": 0.15, ""Au"": 0.25}",-24.36,13.171,3.942,8.65,1454.097,0.786,False,
1940,"{""Pd"": 0.15, ""Pt"": 0.2, ""Al"": 0.25, ""Cu"": 0.2, ""Au"": 0.2}",-24.46,13.276,4.274,8.65,1455.098,0.79,False,
1941,"{""Pd"": 0.15, ""Pt"": 0.2, ""Al"": 0.25, ""Cu"": 0.25, ""Au"": 0.15}",-24.38,13.171,4.511,8.65,1456.1,0.787,False,
1942,"{""Pd"": 0.15, ""Pt"": 0.2, ""Al"": 0.25, ""Cu"": 0.3, ""Au"": 0.1}",-24.12,12.841,4.665,8.65,1457.101,0.776,False,
1943,"{""Pd"": 0.15, ""Pt"": 0.2, ""Al"": 0.25, ""Cu"": 0.35, ""Au"": 0.05}",-23.68,12.224,4.741,8.65,1458.101,0.753,False,
1944,"{""Pd"": 0.15, ""Pt"": 0.2, ""Al"": 0.3, ""Cu"": 0.05, ""Au"": 0.3}",-27.06,12.293,2.849,8.25,1431.879,0.65,False,
1945,"{""Pd"": 0.15, ""Pt"": 0.2, ""Al"": 0.3, ""Cu"": 0.1, ""Au"": 0.25}",-27.22,12.841,3.467,8.25,1432.88,0.676,False,
1946,"{""Pd"": 0.15, ""Pt"": 0.2, ""Al"": 0.3, ""Cu"": 0.15, ""Au"": 0.2}",-27.2,13.087,3.915,8.25,1433.881,0.69,False,
1947,"{""Pd"": 0.15, ""Pt"": 0.2, ""Al"": 0.3, ""Cu"": 0.2, ""Au"": 0.15}",-27.0,13.087,4.244,8.25,1434.882,0.695,False,
1948,"{""Pd"": 0.15, ""Pt"": 0.2, ""Al"": 0.3, ""Cu"": 0.25, ""Au"": 0.1}",-26.62,12.841,4.477,8.25,1435.883,0.693,False,
1949,"{""Pd"": 0.15, ""Pt"": 0.2, ""Al"": 0.3, ""Cu"": 0.3, ""Au"": 0.05}",-26.06,12.293,4.627,8.25,1436.884,0.678,False,
1950,"{""Pd"": 0.15, ""Pt"": 0.2, ""Al"": 0.35, ""Cu"": 0.05, ""Au"": 0.25}",-30.06,12.224,2.826,7.85,1411.662,0.574,False,
1951,"{""Pd"": 0.15, ""Pt"": 0.2, ""Al"": 0.35, ""Cu"": 0.1, ""Au"": 0.2}",-29.92,12.687,3.442,7.85,1412.664,0.599,False,
1952,"{""Pd"": 0.15, ""Pt"": 0.2, ""Al"": 0.35, ""Cu"": 0.15, ""Au"": 0.15}",-29.6,12.829,3.888,7.85,1413.664,0.613,False,
1953,"{""Pd"": 0.15, ""Pt"": 0.2, ""Al"": 0.35, ""Cu"": 0.2, ""Au"": 0.1}",-29.1,12.687,4.213,7.85,1414.666,0.617,False,
1954,"{""Pd"": 0.15, ""Pt"": 0.2, ""Al"": 0.35, ""Cu"": 0.25, ""Au"": 0.05}",-28.42,12.224,4.443,7.85,1415.666,0.609,False,
1966,"{""Pd"": 0.15, ""Pt"": 0.25, ""Al"": 0.15, ""Cu"": 0.2, ""Au"": 0.25}",-18.74,13.171,4.243,9.4,1530.902,1.076,False,
1967,"{""Pd"": 0.15, ""Pt"": 0.25, ""Al"": 0.15, ""Cu"": 0.25, ""Au"": 0.2}",-19.33,13.171,4.465,9.4,1531.904,1.044,False,
1968,"{""Pd"": 0.15, ""Pt"": 0.25, ""Al"": 0.15, ""Cu"": 0.3, ""Au"": 0.15}",-19.74,12.982,4.604,9.4,1532.904,1.008,False,
1969,"{""Pd"": 0.15, ""Pt"": 0.25, ""Al"": 0.15, ""Cu"": 0.35, ""Au"": 0.1}",-19.97,12.582,4.664,9.4,1533.905,0.966,False,
1970,"{""Pd"": 0.15, ""Pt"": 0.25, ""Al"": 0.2, ""Cu"": 0.05, ""Au"": 0.35}",-20.47,12.224,2.875,9.0,1507.683,0.9,False,
